ObjectID *,Shape *,Type,Title,Issuance Date,Year,Cancellation Date,Cause,Count,Monitoring Station,Location Name,Statewide,Island,Island Wide,County,Advisement,Volume_gallons,Status,Latitude,Longitude
124,Point,Sewage Spill,"Wastewater Discharge at 1001 North School Street, O‘ahu",12/27/2017 7:26,2017,12/31/2017 19:21,Unconfirmed,<Null>,<Null>,1006 North School Street,No,Oahu,No,Honolulu,"The public is advised to stay out of the waters of Kapalama Canal from Halona Street to Honolulu Harbor. CWB was notified by the City and County of Honolulu of a wastewater discharge from  a manhole fronting 1006 N. School Street.  The estimated 6800 gallon discharge entered into  storm drains  fronting 1002 and 1015 N. School Street, both of which empty into Kapalama Canal.  Warning signs have been posted. The public is advised o remain out of these waters until the signs have been removed.",6800,Closed,21.32834,-157.86348
125,Point,Sewage Spill,"Wastewater Discharge at 1006 Kupau Street, O‘ahu",12/26/2017 3:08,2017,1/2/2018 20:48,Unconfirmed,<Null>,<Null>,1006 Kupau Street,No,Oahu,No,Honolulu,"This is a correction to the 10/24 advisory which incorrectly listed Kupu street as the location.  The correct location is 1006 KUPAU STREET.  

The public is advised to stay out of the waters of a marshland near Kupau Street in Kailua.  CWB was notified by the City and County of Honolulu of a wastewater discharge from 1006 Kupau street. The estimated 375 gallons flowed into the street with approximately 300 gallons entering into a storm drain which empties into a marshland. Warning signs have been posted.  The public is advised to remain out of these waters until the signs have been removed.",375,Closed,21.37929,-157.72832
126,Point,Sewage Spill,"Wastewater Discharge at 124 Olomana Lane, O‘ahu",12/26/2017 2:55,2017,12/31/2017 19:22,Unconfirmed,<Null>,<Null>,124 Olomana Lane,No,Oahu,No,Honolulu,"The public is advised to stay out for the waters of Pauoa Stream from Olomana Lane to Hialoa Street bridge.  CWB was notified by the City and County of Honolulu of a wastewater discharge from a manhole fronting 124 Olomana Lane. An estimated 325 gallons flowed into the street and into a storm drain which empties into Pauoa Stream.  Warning signs have been posted, water samples have been collected.  The public is advised to remain out of these waters until the signs have been removed.",325,Closed,21.31861,-157.84968
127,Point,Sewage Spill,"Wastewater Discharge at Kaaawa, O‘ahu",12/14/2017 4:08,2017,12/14/2017 20:34,Unconfirmed,<Null>,<Null>,Kaaawa,No,Oahu,No,Honolulu,"The public is advised to stay out of the waters near Kaolo Point, Kaaawa, Oahu. The Clean Water Branch was notified by Honolulu Police Officer B. Chong of possible wastewater discharging into the ocean just past Kaaawa Valley Road. The discharge is currently flowing into the ocean. The discharge has not been stopped as of this posting. Warning signs will be posted. The public is advised to remain out of these waters until the signs have been removed. Please follow this link for more information: https://eha-cloud.doh.hawaii.gov/cwb/",,Closed,21.53779,-157.83978
128,Point,Sewage Spill,"Wastewater discharge, Honolulu Harbor",8/30/2017,2017,9/5/2017,clogged pipe,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of the waters of Honolulu Harbor between the Hawaii Maritime Center and the Atlantis Boat Cruise docking area. CWB was notified of a wastewater discharge from 841 Bishop Street. The estimated 400   gallons flowed along the curbing and into a storm drain. City and County crews were able to recover approximately 400 gallons, however the remainder of the discharge may have reached the harbor waters. The discharge has been stopped, and signs will be posted. As a precaution, the public is advised to remain out of these waters until the warnings have be removed.",400,Closed,21.305261,-157.864528
129,Point,Sewage Spill,Wastewater Spill - 1132 Bishop St.,8/3/2017,2017,8/7/2017,blocked pipe,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of the waters of Honolulu Harbor, from Aloha Tower Marketplace to the Ali’I Kai mooring area. The Clean Water Branch was notified of a wastewater discharge at 1132 Bishop Street.  The estimated 100 gallon discharge began at approximately 0830 and has stopped. The discharge entered into a storm drain which leads to Honolulu Harbor near Aloha Tower. Repairs are underway, and warning signs have been posted around the Aloha Tower area.  The public is advised to remain out of these areas until the signs have been removed.",100,Closed,21.309991,-157.86034
130,Point,Sewage Spill,Wastewater Spill - Honolulu Harbor H Buoy,8/3/2017,2017,9/11/2017,Wastewater dumping from vessel,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of the waters of Honolulu Harbor, near the H buoy. The Clean Water Branch was notified by the Coast Guard of a wastewater discharge near the H buoy outside of Honolulu Harbor. A vessel was seen dumping wastewater into the ocean as it approached Honolulu Harbor at 12:00pm. The vessel stopped discharging approximately 500-1000 yards from shore but continued to enter the harbor and is currently moored at Pier 38. The size of the vessel and details about the ownership of the vessel are unknown at this time. There are currently no plans to post warning signs.",,Closed,21.29377,-157.87219
131,Point,Sewage Spill,Wastewater Discharge: MCDC,7/31/2017,2017,8/7/2017,Blockage in wastewater line/Manhole overflow,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,The public is advised to stay out of the waters of the Mokapu Central Drainage Channel (MCDC). The CWB was notified of a wastewater discharge near the intersection of Bingham Way and Pancoast Place.  The estimated 500 gallon discharge occurred between 10:00am and 11:00am and flowed into the MCDC approximately 1 mile inland from Kaneohe Bay. The discharge has been stopped and the area affected by the spill has been cleaned up and disinfected. Warning signs have been posted.  The public is advised to remain out of these areas until the signs have been removed.,500,Closed,21.44634,-157.75159
132,Point,Sewage Spill,Wastewater discharge Numana Road,7/13/2017,2017,7/17/2017,Broken pipe in Kalihi Stream bed.,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,The public is advised to stay out of the waters of Kalihi Stream behind 3049 Numana Road. The Clean Water Branch was notified of a wastewater discharge from 3049 Numana Road.  The estimated 10 gallon discharge flowed into a ponded area in the stream bed. Kalihi Stream at the discharge site is not flowing. City crews are at the site doing necessary repairs. Warning signs have been posted at the repair site to warn people to stay out of the area while repairs are being done. The public is advised to remain out of these areas until the signs have been removed. ,10,Closed,21.35765,-157.85522
133,Point,Sewage Spill,Wastewater dischage Wahiawa Reservoir (Lake Wilson),6/8/2017,2017,6/12/2017,broken pipe,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of the waters at Wahiawa Reservoir (Lake Wilson) from Olive Avenue to the spillway. CWB was notified of a wastewater discharge near 319 Walker Avenue. The estimated 2,850 gallons entered into a nearby storm drain, of which 300 gallons was recovered by City crews. The storm drain empties into the reservoir near the end of Olive Avenue.  Warning signs have been posted and water samples are being collected.  The public is advised to remain out of these waters until the signs have been removed.",2850,Closed,21.49268,-158.0263
134,Point,Sewage Spill,"Wastewater discharge, Kaluanui Stream",6/7/2017,2017,7/5/2017,overflowing cesspool,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"UPDATED ADVISORY: Water sample results have shown coastal waters to have low bacterial levels.  However, the public is advised to remain out of Kaluanui Stream near 53-549 Kamehameha Highway.   This is due to the 5/31/2017 wastewater discharge event originating from 53-549 Kamehameha Highway in Punaluu.  The discharge, from the parking lot, entered into the adjacent stream.  Signs remain posted at the stream. The public is advised to remain out of these waters until the signs have been removed.",,Closed,21.58959,-157.88954
135,Point,Sewage Spill,"Wastewater discharge, Kaluanui Stream",5/31/2017,2017,6/7/2017,overflowing cesspool,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of Kaluanui Stream near 53-549 Kamehameha Highway, and the coastal waters near the mouth of the stream.  CWB was notified of a wastewater discharge from 53-549 Kamehameha Highway in Punaluu.  The discharge, from the parking lot, entered into the adjacent stream. Although the stream mouth is blocked by a sand berm, the public is advised to stay out of coastal waters near the mouth of the stream. Signs have been posted and samples will be collected in the morning. The public is advised to remain out of these waters until the signs have been removed.",,Closed,21.58959,-157.88954
136,Point,Sewage Spill,"Wastewater dischage, Pearl Harbor",3/6/2017,2017,3/10/2017,broken valve,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of the waters near the Arizona Memorial at Pearl Harbor. CWB was notified of a wastewater discharge near Halawa Landing Building 1405. The estimated 150 gallons flowed into a stormdrain which leads to Pearl Harbor. The discharge has been stopped, and warning signs are being posted. The public is advised to remain out of these waters until the signs have been removed.",150,Closed,21.31741,-157.91264
137,Point,Sewage Spill,"Wastewater discharge, 86-080 Farrington Highway",3/3/2017,2017,3/5/2017,broken pipe,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of the waters at Lualualei Beach Park. CWB was notified of a wastewater discharge near 86-080 Farrington Highway. The discharge is currently ongoing, and repairs are underway.  Volume is unknown however it is estimated to be >200 gallons. The discharge has entered into nearby box culverts which eventually empty into the waters at Luaualei Beach Park.  Warning signs are being posted. The public is advised to remain out of these waters until the signs have been removed.",200,Closed,21.43749,-158.18447
138,Point,Sewage Spill,"Sewage Spill: 2864 Numana Road, Oahu",2/1/2017,2017,2/8/2017,Broken line,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"CWB was notified of a sewage spill at a private sewer line located at 2864 Numana Road on the island of Oahu.  Warning signs have been posted. The public is advised to remain out of these waters until the signs have been removed.
",,Closed,21.35492,-157.85782
139,Point,Sewage Spill,"Wastewater discharge, Liliha",11/17/2016,2016,11/22/2016,blocked pipe,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of Nuuan Stream from River Street to the mouth at Honolulu Harbor. CWB was notified of a wastewater discharge from 521 Kukui Street. Approximately 3,100 gallons of the estimated 3,345 gallon discharge entered into a nearby storm drain, which empties into Nuuanu Stream. The discharge has been stopped, warning signs have been posted and water samples are being collected. The public is advised to remain out of these waters until the signs have been removed.",3345,Closed,21.31926,-157.86349
140,Point,Sewage Spill,"Wastewater discharge, Lake Wilson, Wahiawa",11/15/2016,2016,11/21/2016,blocked pipe,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of the waters at Lake Wilson, Wahiawa from Olive Avenue to the spillway. CWB was notified of a wastewater discharge near 319 Walker Avenue. The estimated 4275 gallons entered into a nearby storm drain, of which 300 gallons was recovered by City crews. The storm drain empties into Lake Wilson near the end of Olive Avenue. The discharge has been stopped, warning signs will be posted and water samples will be collected. The public is advised to remain out of these waters until the signs have been removed.

",4275,Closed,21.49268,-158.0263
141,Point,Sewage Spill,Sewage Spill: 250 Ward Avenue,8/29/2016,2016,9/6/2016,Collapsed sewer line,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"CWB was notified of a sewage spill at 250 Ward Avenue. Cause of the spill is a collapsed, private sewer line. The overflow is entering into a storm drain at an approximate rate of 5 gallons per minute and drains into the Northwest corner of Kewalo Basin Harbor. Warning signs are being posted and water samples will be taken. The public is advised to remain out of waters near Kewalo Basin Harbor until warning signs have been removed. ",,Closed,21.29611,-157.85694
142,Point,Sewage Spill,"Wastewater Discharge, Ala Wai Canal",8/6/2016,2016,8/11/2016,Broken pipe,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of the waters of the Ala Wai canal from the Kapahulu library to the Ala Wai Boat Harbor. CWB was notified by the City and County Environmental Services of a wastewater discharge from 2256 Seaview Avenue. The estimated 12,950 gallons flowed into a storm drain which leads to the Ala Wai canal. The discharge has been stopped, and posting of signs and collection of water samples are being done. The public is advised to remain out of these waters until the signs have been removed.",12950,Closed,21.291794,-157.801839
143,Point,Sewage Spill,"Wastewater discharge, Kalihi",7/26/2016,2016,7/29/2016,cracked pipe,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of the waters of Kalihi Stream from Numana Road (near Kalihi-0Uka Community Park) to the H1 freeway. CWB was notified of a wastewater discharge from 2864 Numana Road. It is possible that the approximate 100 gallons may have flowed into Kalihi Stream. The public is advised to remain out of these waters. As a reminder, the entire island of Oahu remains under a Brown Water Advisory due to runoff from the effects of tropical storm Darby. If the water is brown, stay out.",100,Closed,21.35492,-157.85782
144,Point,Sewage Spill,"Wastewater discharge, Nuuanu",7/25/2016,2016,7/29/2016,blocked line,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of the waters of Waolani Stream from Wyliie Street to the mouth at Honolulu harbor. CWB was notified by City and County ENV of a wastewater discharge from 2411 Waolani Avenue. The estimated 1200 gallons flowed into the street and into a storm drain that empties into Waolani stream at the Wyliie Street crossing. The discharge has been stopped and signs are being posted. The public is advised to remain out of these waters until the signs have been removed. As a reminder, a Brown Water Advisory is in effect for the entire island of Oahu due to heavy runoff caused by tropical storm Darby. If the waters are brown, stay out.",1200,Closed,21.33378,-157.85067
145,Point,Sewage Spill,Kaneohe PTF Kawa Pump Station,7/25/2016,2016,7/29/2016,Heavy rains,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"Kawa Stream flooded the Kawa Pump Station early this morning resulting in a 4,200 gallon wastewater discharge into Kaneohe Bay.  Public is advised to stay out of Kaneohe Bay.  ",4200,Closed,21.41491,-157.78302
146,Point,Sewage Spill,Sewage Overflow: Intersection of Atkinson Drive and Ala Moana Blvd,7/25/2016,2016,7/29/2016,Heavy rains,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"CWB was notified by City and County ENV of a sewage discharge from a manhole located at the intersection of Atkinson Drive and Ala Moana Boulevard. The estimated 1000 gallons flowed into the street and into a storm drain that empties into Ala Wai Boat Harbor and the Ala Moana Beach Park pond. The discharge has been stopped, signs posted, and samples taken. The public is advised to remain out of these waters until the warning signs have been removed. As a reminder, a Brown Water Advisory is still in effect for the entire island of Oahu due to heavy runoff caused by tropical storm Darby. If the waters are brown, stay out.
",1000,Closed,21.28919,-157.84192
147,Point,Sewage Spill,Sewage Discharge: Punawai Wastewater Pump Station,7/25/2016,2016,7/29/2016,Heavy rains,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"CWB was notified by CCH of a sewage discharge from the Punawai Wastewater Pump Station. Due to heavy rains, approximately 600 gallons of sewage was discharged from overflowing manholes and into Heeia Stream. The public is advised to remain out of waters near the Heeia Stream mouths. As a reminder, a Brown Water Advisory is still in effect for the entire island of Oahu due to heavy runoff caused by tropical storm Darby. If the waters are brown, stay out.

Additional information can be found here:
http://eha-cloud.doh.hawaii.gov/cwb/#!/viewer?eventId=116Home.aspx",600,Closed,21.408708,-157.784586
148,Point,Sewage Spill,Sewage Discharge: 2407 Liliha Street,7/24/2016,2016,7/29/2016,Heavy rain,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"CWB was notified by CCH of a sewage discharge from a private residence located at 2407 Liliha Street. An estimated volume of 4,100 gallons was discharged and entered into Waolani Stream. Warning signs are being posted and water samples will be collected. The public is advised to remain out of Waolani Stream and lower reaches of Nuuanu Stream until warning signs have been removed.",4100,Closed,21.331408,-157.848462
149,Point,Sewage Spill,Sewage Discharge: Kailua Wastewater Treatment Plant ,7/24/2016,2016,7/29/2016,Heavy rains,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"CWB was notified by CCH of a sewage discharge from Kailua Regional Wastewater Treatment Plant. Discharge of approximately 42,000 gallons entered a storm drain leading to Nu'upia Pond. The public is advised to remain out of affected waters. As a reminder, a Brown Water Advisory is still in effect for the entire island of Oahu due to heavy runoff caused by tropical storm Darby. If the waters are brown, stay out.

Additional information can be found here:
http://eha-cloud.doh.hawaii.gov/cwb/#!/viewer?eventId=366Home.aspx",4200,Closed,21.432649,-157.748123
150,Point,Sewage Spill,Sewage Discharge: Hala Drive and Aupuni Street,7/24/2016,2016,7/29/2016,Manhole overflow due to grease buildup,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"CWB was notified by CCH of a sewage discharge from a manhole located at the intersection of Hala Drive and Aupuni Street. Due to heavy rains, approximately 2,400 gallons of sewage was discharged from a overflowing manhole and into Kapalama Canal. The public is advised to remain out of affected waters. As a reminder, a Brown Water Advisory is still in effect for the entire island of Oahu due to heavy runoff caused by tropical storm Darby. If the waters are brown, stay out.

Additional information can be found here:
http://eha-cloud.doh.hawaii.gov/cwb/#!/viewer?eventId=412Home.aspx",2400,Closed,21.33215,-157.8638
151,Point,Sewage Spill,Sewage spill at Joint Base Pearl Harbor-Hickam.,7/8/2016,2016,7/13/2016,"Ruptured 18"" force main.",<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"CWB was notified by NAVFAC of a sewage spill near Porter Avenue between Wilson and Owen Streets vice Porter and 17th in Joint Base Pearl-Harbor. Due to a ruptured force main, approximately 9,000 gallons of sewage entered the storm drain leading to a canal discharging to a location east of Hickam Beach. Warning signs are being posted and water samples will be collected. The public is advised to remain out of the waters near Hickam Beach until warning signs have been removed. ",9000,Closed,21.34456,-157.95755
152,Point,Sewage Spill,"Sewage Overflow, Kewalo Basin",7/5/2016,2016,7/8/2016,Overflowing manhole,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,The public is advised to stay out of the waters at Kewalo Basin. CWB was notified of wastewater discharging via overflowing manholes located between Ala Moana Beach Park and Kewalo Basin. Warning signs are currently posted and water samples are being collected. The public is advised to remain out of the waters at Kewalo Basin. ,,Closed,21.29611,-157.85694
153,Point,Sewage Spill,Sewage spill at Joint Base Pearl Harbor-Hickam.,6/30/2016,2016,7/3/2016,"Ruptured 18"" force main.",<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"CWB was notified by NAVFAC of a sewage spill at Porter Avenue and 17th Street in Joint Base Pearl-Harbor. Approximately 7,000 gallons of sewage entered the storm drain leading to a canal discharging to a location east of Hickam Beach. Warning signs are posted and water samples are being collected. The public is advised to remain out of the waters near Hickam Beach until warning signs have been removed. ",7000,Closed,21.34578,-157.95057
154,Point,Sewage Spill,"Wastewater discharge, Kapakahi stream, Waipahu",4/22/2016,2016,4/25/2016,Grease blocking line,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of Kapakahi Stream from 340 Waipahu Depot Street to the area near the Honolulu Police Academy. CWB was notified by the City and County of a wastewater discharge at 340 Waipahu Depot Street, due to a damaged line. The discharge flowed across ground into Kapakahi Stream. Estimated volume is >1000 gallons, however an updated estimate will be forthcoming. The discharge has been stopped, warning signs have been posted and water samples have been collected. The public is advised to remain out of these waters until the signs have been removed.",1000,Closed,21.38513,-158.00756
155,Point,Sewage Spill,Sewer overflow 1218 Richards Lane Private Spill,4/1/2016,2016,4/4/2016,Broken line ,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,CWB was notified of a sewage discharge at 1218 Richards Lane from a private clean out.  Approximately 150 gallons entered into a storm drain that empties into Kalihi Stream.  The public is advised to stay out Kalihi Stream from Kalihi Waena Elementary School to Bannister Place.  Warning signs are being posted,150,Closed,21.33712,-157.87854
156,Point,Sewage Spill,The public is advised of a wastewater discharge into Waimano Stream on the island of Oahu.,3/17/2016,2016,3/21/2016,Force Main Break,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised of a wastewater discharge into Waimano Stream on the island of Oahu.  On March 17th at 3:03 PM, City and County of Honolulu notified the Department of Health- Clean Water Branch of a sewer spill at the Pacific Palisades Pump Station from 12:00 PM to 3:30 PM of approximately 16,000 gallons. Warning signs have been posted and the public is advised to stay out of the area until warning signs have been removed. ",16000,Closed,21.41518,-157.96544
157,Point,Sewage Spill,"Wastewater discharge, Wahiawa Reservoir (Lake Wilson), Oahu",9/18/2015,2015,9/21/2015,Bypass and release of partially UV disinfected secondary treated effluent ,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of Wahiawa Reservoir (Lake Wilson) from Lakeview Circle to the Reservoir Spillway. CWB was notified of a bypass and release that occurred on September 18, of an estimate 1,262 gallons of partially UV disinfected secondary treated effluent from Wahiawa WWTP into Wahiawa Reservoir (Lake Wilson).  The discharge has been stopped and signs will be posted and water samples will be collected. The public is advised to stay out of the area until warning signs have been removed.",1262,Closed,21.491801,-158.039226
158,Point,Sewage Spill,"Wastewater Discharge, Ala Wai canal",9/18/2015,2015,9/21/2015,Grease,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to remain out of the Ala Wai canal from the Kapahulu Library to the tip of Magic Island. CWB was notified on September 18 by the City & County, of an estimated 3000 gallon wastewater discharge from a manhole fronting 2500 Kalakaua Avenue, of which, 2,750 entered into a storm drain on the corner of Kuhio and Kealohilani Avenues. Earlier reports had indicated that the discharge had not reached the Ala Wai canal, however subsequent investigation has indicated that the discharge did enter into the canal. Warning signs will be posted and water samples will be collected. The public is advised to remain out of these waters until the signs have been removed. ",3000,Closed,21.291794,-157.801839
159,Point,Sewage Spill,"Wastewater discharge, Halona to Erma's Beach",8/25/2015,2015,8/28/2015,Bypass,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of waters from Halona Blow Hole to Erma’s Beach. CWB  was notified of a wastewater discharge from the East Honolulu Wastewater Treatment Plant. The estimated 1 million gallons of treated but un-disinfected effluent discharged to the ocean via the outfall located a quarter of a mile offshore at a depth of approximately 40 feet.   The discharge has been stopped, warning signs have been posted and water samples are being collected. The public is advised to remain out of waters from Halona Blow Hole to Erma’s Beach until warning signs have been removed.",1000000,Closed,21.28815,-157.67221
160,Point,Sewage Spill,"Wastewater discharge, Wahiawa Reservoir (Lake Wilson), Oahu",8/25/2015,2015,8/28/2015,Bypass and release of partially UV disinfected secondary treated effluent ,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of Wahiawa Reservoir (Lake Wilson) from Lakeview Circle to the Reservoir Spillway. CWB was notified of a bypass and release that occurred on August 24, of an estimated 187,153 gallons of partially UV disinfected secondary treated effluent from Wahiawa WWTP into Wahiawa Reservoir (Lake Wilson).  The discharge has been stopped and signs will be posted and water samples will be collected. The public is advised to stay out of the area until warning signs have been removed.",187153,Closed,21.491801,-158.039226
161,Point,Sewage Spill,"Wastewater discharge, Ala Moana Boulevard",8/24/2015,2015,8/29/2015,Lift station failure,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The Department of Health (DOH), Clean Water Branch (CWB), is providing the following notice.  Water quality testing conducted over the past two days indicate that near shore waters along Waikiki Beach, from  Kahanamoku Beach to Kapahulu Avenue, as well as waters within Ala Moana Beach Park, do not indicate impact from the sewage overflow that occurred at the Ala Wai and Kewalo Basin boat harbors.  Water quality results indicate that CCH can begin removing warning signs along Waikiki Beach from Kahanamoku Beach to Kapahulu Avenue and coastal waters along Ala Moana Beach Park.
 
Water quality results indicate that waters within the Ala Wai Small Boat Harbor, Kewalo Basin Small Boat Harbor, the canoe launch area adjacent to Ala Wai Small Boat Harbor, the pond and canal along Ala Moana Boulevard, and the western end of Kakaako Park are still impacted and warning signs within these areas and along harbor entrances will remain.  The public is advised to avoid contact with these waters until warning signs are removed and the DOH provides a notification that water quality in these areas have returned to normal.  Surfers and boat users are advised that offshore waters may still be impacted, particularly near harbor entrances.

Please be advised that the State remains under a Brown Water Advisory due to the recent rain events. Not all waters may be affected, however If the water is brown, stay out.  Continue to practice good personal hygiene and follow up with your primary care physician if you have any health concerns.
Additional Information is available for the public here: https://drive.google.com/open?id=0B6e8OCVJ6sZEdmVTSG9WbzRkM0k",,Closed,21.29252,-157.85775
162,Point,Sewage Spill,"Wastewater discharge, Pearl Harbor-Hickam, Oahu",8/24/2015,2015,8/28/2015,Heavy rains and flooding.,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to remain out of the waters near Hickam Beach on Joint Base Pearl Harbor-Hickam. CWB was notified of a wastewater discharge on 8/24 near the intersection of Porter Avenue and 17th Street. Approximately 24,000 gallons was discharged, of which, 12,000 gallons entered into a storm drain which leads to a canal that empties into the ocean near Hickam Beach. The discharge has been stopped, signs have been posted and water samples are being collected. The public is advised to remain out of these waters until the signs have been removed.",24000,Closed,21.34578,-157.95057
163,Point,Sewage Spill,"Wastewater discharge, Kaneohe Bay",8/24/2015,2015,8/27/2015,Heavy rains,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of the waters of Kaneohe Bay from Lilipuna Place to the Kaneohe Yacht Club. CWB was notified of a wastewater discharge that occurred at 6 am on 8/24 from the Kaneohe Pretreatment Facility due to heavy rains. The discharge entered into Kawa stream which leads to Kaneohe Bay. Estimated volume is 4,950 gallons. The flow has been stopped and signs have been posted. The public is advised to remain out of these waters until warning signs have been removed. As a reminder, the entire state remains under a Brown Water Advisory due to heavy rains and associated runoff. 
",4950,Closed,21.41491,-157.78302
164,Point,Sewage Spill,"Wastewater discharge, Kaneohe Bay",8/18/2015,2015,8/21/2015,Broken pipe,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of the waters of Kaneohe Bay from Mahalani Circle to Camp Kokokahi YMCA. CWB was notified of a wastewater discharge from a manhole near 45-078 Waikalua Road. An estimated 8400 gallons discharged, with approximately 7800 gallons entering into Kaneohe Bay via a storm drain at Kaneohe Beach Park.  Warning signs are being posted and water samples are being collected. The public is advised to remain out of these waters until the signs have been removed.",7800,Closed,21.41242,-157.7899
165,Point,Sewage Spill,"Release of partially treated effluent, Wahiawa Reservoir, Oahu",8/14/2015,2015,8/15/2015,Power flicker,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,The public is advised to stay out of Wahiawa Reservoir (Lake Wilson) from Lakeview Circle to the Reservoir Spillway. CWB was notified of a power flicker that resulted in a bypass and release of partially UV disinfected tertiary treated effluent from Wahiawa WWTP into Wahiawa Reservoir (Lake Wilson).  Signs are being posted and water samples will be collected. The public is advised to stay out of the area until warning signs have been removed.,,Closed,21.491801,-158.039226
166,Point,Sewage Spill,"Wastewater discharge, Kahala",8/6/2015,2015,8/8/2015,Broken pipe,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,The public is advised to stay out of the waters of Kapakahi stream at Waialae Beach Park. CWB was notified of a wastewater discharge from a manhole located near Kapakahi stream at Waialae Beach Park. The estimated 25 gallon discharge flowed into the nearby stream. A sand berm is.currently blocking the stream mouth preventing stream waters from entering coastal waters. Signs have been posted. The public is advised to remain out of Kapakahi stream at Waialae Beach Park until signs have been removed.,25,Closed,21.26965,-157.77764
167,Point,Sewage Spill,"Wastewater discharge, Honolulu harbor",8/4/2015,2015,8/7/2015,Faulty valve,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,The public is advised to stay out of Honolulu harbor fronting the Coast Guard piers.  CWB was notified by the U.S. Coast Guard of an approximately 300 gallon wastewater discharge caused by a faulty valve. The discharge entered into the harbor waters at Pier Charlie. Warning signs are being posted. The public is advised to remain out of these waters until warning signs have been removed.,300,Closed,21.30483,-157.86591
168,Point,Sewage Spill,"Wastewater discharge, Nanakuli",7/26/2015,2015,7/31/2015,Broken pipe,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,The public is advised to stay out of the waters of Nanakuli Stream below Farrington Hoghway. CWB was notified of a wastewater discharge of approximately 1200 gallons near 8944 Farrington Highway. Approximately 800-900 gallons entered into Nanakuli Stream below Farrington Highway. The stream mouth is blocked by a sand berm and does not empty into coastal waters. Signs will be posted and water will be taken tomorrow morning. The public is advised to remain out of the waters until signs have been removed.  UPDATE: The public is also advised to remain out of the coastal waters near Nanakuli Stream.,1200,Closed,21.38313,-158.14638
169,Point,Sewage Spill,"Watsewater discharge into Nuuanu Avenue, OAHU",5/11/2015,2015,5/18/2015,Uknown at this time,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"CWB has been notified of a 6100 gallon wastewater discharge into Nuuanu Stream from 100 North Vineyard Blvd.  Cause is unknown at this time, City crews are on site.  Warning signs will go up at first light tomorrow.   Public is advised to stay out of Nuuanu Stream from Foster Botanical Garden to Honolulu Harbor.",6100,Closed,21.31566,-157.85822
170,Point,Sewage Spill,"Wastewater discharge, Honolulu Harbor",1/15/2015,2015,1/19/2015,Broken valve,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,The public is advised to stay out of Honolulu harbor fronting the Coast Guard piers.  CWB was notified by the U.S. Coast Guard of an approximately 300 gallon wastewater discharge caused by a broken valve. The discharge entered into the harbor waters at Pier Golf .  Warning signs are being posted. The public is advised to remain out of these waters until warning signs have been removed.,300,Closed,21.30483,-157.86591
